2026-05-25 19:20:29,067 INFO [BACKTEST-RESOLVED] Fetched 1022 closed+resolved markets with validated resolution
2026-05-25 19:20:35,537 INFO [ISOTONIC-CAL] slug=epl-mun-ast-2025-05-25-mun | p_raw=0.1000 -> p_cal=0.9921 | cluster=other
2026-05-25 19:20:35,537 INFO [DAMPEN-DETAIL] slug=epl-mun-ast-2025-05-25-mun | p_model_raw=0.1000 -> p_model_calibrated=0.9921 | delta=-0.8921 | price=$0.088 | metaculus=none
2026-05-25 19:20:35,537 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:36,404 INFO [ISOTONIC-CAL] slug=nba-will-the-suns-beat-the-warriors-by-more-than-5pt5-points-in-their-march-30-10-pm-et-matchup | p_raw=0.0500 -> p_cal=0.0960 | cluster=sports_nba
2026-05-25 19:20:36,404 INFO [DAMPEN-DETAIL] slug=nba-will-the-suns-beat-the-warriors-by-more-than-5pt5-points-in-their-march-30-10-pm-et-matchup | p_model_raw=0.0500 -> p_model_calibrated=0.0960 | delta=-0.0460 | price=$0.010 | metaculus=none
2026-05-25 19:20:36,404 INFO [CLUSTER-ADJ] sports_nba: -15 to signal_score
2026-05-25 19:20:36,814 INFO [ISOTONIC-CAL] slug=cs2-3dmax-fokus-2026-04-04-game2 | p_raw=0.2500 -> p_cal=1.0000 | cluster=other
2026-05-25 19:20:36,815 INFO [DAMPEN-DETAIL] slug=cs2-3dmax-fokus-2026-04-04-game2 | p_model_raw=0.2500 -> p_model_calibrated=1.0000 | delta=-0.7500 | price=$0.077 | metaculus=none
2026-05-25 19:20:36,815 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:36,896 INFO [ISOTONIC-CAL] slug=ucl-int2-bog1-2026-02-24-int2 | p_raw=0.0500 -> p_cal=0.0920 | cluster=other
2026-05-25 19:20:36,896 INFO [DAMPEN-DETAIL] slug=ucl-int2-bog1-2026-02-24-int2 | p_model_raw=0.0500 -> p_model_calibrated=0.0920 | delta=-0.0420 | price=$0.010 | metaculus=none
2026-05-25 19:20:36,897 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:37,122 INFO [ISOTONIC-CAL] slug=will-trump-pardon-joe-exotic-the-tiger-king-in-2025-784-928-365 | p_raw=0.0500 -> p_cal=0.1765 | cluster=usa_politics
2026-05-25 19:20:37,122 INFO [DAMPEN-DETAIL] slug=will-trump-pardon-joe-exotic-the-tiger-king-in-2025-784-928-365 | p_model_raw=0.0500 -> p_model_calibrated=0.1765 | delta=-0.1265 | price=$0.010 | metaculus=none
2026-05-25 19:20:37,446 INFO [ISOTONIC-CAL] slug=french-open-svitolina-vs-swiatek | p_raw=0.0350 -> p_cal=0.0608 | cluster=other
2026-05-25 19:20:37,446 INFO [DAMPEN-DETAIL] slug=french-open-svitolina-vs-swiatek | p_model_raw=0.0350 -> p_model_calibrated=0.0608 | delta=-0.0258 | price=$0.010 | metaculus=none
2026-05-25 19:20:37,446 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:37,533 INFO [ISOTONIC-CAL] slug=mlb-bal-nyy-2026-05-03-spread-home-1pt5 | p_raw=0.1800 -> p_cal=1.0000 | cluster=other
2026-05-25 19:20:37,535 INFO [DAMPEN-DETAIL] slug=mlb-bal-nyy-2026-05-03-spread-home-1pt5 | p_model_raw=0.1800 -> p_model_calibrated=1.0000 | delta=-0.8200 | price=$0.081 | metaculus=none
2026-05-25 19:20:37,535 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:37,742 INFO [ISOTONIC-CAL] slug=will-russia-capture-territory-in-dnipro-oblast-by-february-28 | p_raw=0.0300 -> p_cal=0.0647 | cluster=russia_ukraine
2026-05-25 19:20:37,745 INFO [DAMPEN-DETAIL] slug=will-russia-capture-territory-in-dnipro-oblast-by-february-28 | p_model_raw=0.0300 -> p_model_calibrated=0.0647 | delta=-0.0347 | price=$0.010 | metaculus=none
2026-05-25 19:20:38,131 INFO [ISOTONIC-CAL] slug=highest-temperature-in-london-on-february-25-2026-18c | p_raw=0.0100 -> p_cal=0.0458 | cluster=other
2026-05-25 19:20:38,132 INFO [DAMPEN-DETAIL] slug=highest-temperature-in-london-on-february-25-2026-18c | p_model_raw=0.0100 -> p_model_calibrated=0.0458 | delta=-0.0358 | price=$0.010 | metaculus=none
2026-05-25 19:20:38,525 INFO [ISOTONIC-CAL] slug=elon-musk-of-tweets-february-14-february-16-90-114 | p_raw=0.0400 -> p_cal=0.0608 | cluster=other
2026-05-25 19:20:38,525 INFO [DAMPEN-DETAIL] slug=elon-musk-of-tweets-february-14-february-16-90-114 | p_model_raw=0.0400 -> p_model_calibrated=0.0608 | delta=-0.0208 | price=$0.010 | metaculus=none
2026-05-25 19:20:38,525 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:38,527 INFO [BACKTEST-RESOLVED] Analysis progress: 10/1000
2026-05-25 19:20:40,846 INFO [ISOTONIC-CAL] slug=will-the-milwaukee-bucks-win-the-2025-nba-finals | p_raw=0.0500 -> p_cal=0.0960 | cluster=sports_nba
2026-05-25 19:20:40,846 INFO [DAMPEN-DETAIL] slug=will-the-milwaukee-bucks-win-the-2025-nba-finals | p_model_raw=0.0500 -> p_model_calibrated=0.0960 | delta=-0.0460 | price=$0.010 | metaculus=none
2026-05-25 19:20:40,847 INFO [CLUSTER-ADJ] sports_nba: -15 to signal_score
2026-05-25 19:20:42,671 INFO [ISOTONIC-CAL] slug=mlb-lad-laa-2026-05-15 | p_raw=0.1740 -> p_cal=1.0000 | cluster=other
2026-05-25 19:20:42,671 INFO [DAMPEN-DETAIL] slug=mlb-lad-laa-2026-05-15 | p_model_raw=0.1740 -> p_model_calibrated=1.0000 | delta=-0.8260 | price=$0.087 | metaculus=none
2026-05-25 19:20:42,672 INFO [CLUSTER-ADJ] other: +15 to signal_score
2026-05-25 19:20:42,700 INFO [ISOTONIC-CAL] slug=elon-musk-of-tweets-november-11-november-18-280-299 | p_raw=0.0300 -> p_cal=0.0458 | cluster=other
2026-05-25 19:20:42,700 INFO [DAMPEN-DETAIL] slug=elon-musk-of-tweets-november-11-november-18-280-299 | p_model_raw=0.0300 -> p_model_calibrated=0.0458 | delta=-0.0158 | price=$0.010 | metaculus=none
